temperatura_c,umidade_percent,pressao_hpa,distancia_cm,risco_tempestade
74.74,67.33,1009.20,400.05,0
77.16,80.29,983.53,399.91,1
28.12,73.28,997.29,399.99,0
64.34,73.36,983.52,400.09,0
69.60,61.49,1017.55,399.94,0
59.97,88.08,994.85,399.94,0
69.55,68.97,1011.45,399.92,0
26.91,63.78,981.25,399.92,0
32.47,74.65,1006.19,399.99,0
41.85,71.78,1018.20,400.02,0
40.01,74.10,990.73,400.04,0
50.23,89.52,1014.57,399.93,0
31.02,83.34,1015.09,399.98,0
53.88,67.71,995.57,400.07,0
67.54,81.49,980.74,399.96,0
38.19,66.94,1018.16,399.92,0
29.98,66.06,993.35,399.95,0
69.18,86.45,1005.13,399.98,0
25.98,76.55,1002.93,399.97,0
31.84,61.73,993.41,399.93,0
67.23,65.07,1004.01,400.07,0
66.50,64.85,993.31,400.01,0
62.23,70.09,1014.69,399.97,0
72.19,78.23,984.12,400.05,1
29.97,60.79,998.42,400.10,0
46.54,66.42,987.09,399.93,0
52.51,67.52,1011.32,399.95,0
69.19,60.89,980.17,399.95,0
28.06,64.81,999.55,400.06,0
30.29,76.29,1005.78,400.09,0
65.30,75.06,1009.95,399.96,0
51.00,68.14,1014.38,400.05,0
56.11,85.53,1001.14,400.05,0
29.78,76.53,1013.02,400.00,0
59.10,81.96,996.21,400.01,0
54.93,75.63,989.63,400.02,0
65.86,76.13,1002.24,400.04,0
25.07,81.36,991.64,400.02,0
68.31,75.88,992.17,399.91,0
67.04,77.66,1007.59,400.06,0
54.16,66.69,1011.35,399.92,0
58.88,62.05,992.33,399.96,0
48.72,82.81,1004.91,400.05,0
62.55,85.93,995.65,399.97,0
52.32,87.33,989.47,399.98,0
66.45,84.44,1008.15,399.92,0
32.39,80.35,1005.46,400.06,0
75.24,85.83,981.36,400.00,1
30.49,60.98,1017.69,399.97,0
64.54,68.42,996.24,400.10,0
33.37,64.91,1011.32,400.02,0
64.94,88.19,989.30,399.90,0
50.21,71.41,984.62,400.05,0
22.90,85.53,981.61,400.06,0
62.92,70.83,1006.17,400.08,0
64.25,82.52,983.31,400.01,0
56.55,84.34,981.39,400.07,0
60.27,79.29,985.24,400.09,0
72.60,60.00,1010.74,400.05,0
36.11,72.46,994.49,399.91,0
61.45,68.15,1014.04,399.98,0
61.05,69.29,995.12,400.04,0
43.38,66.26,998.00,400.08,0
60.67,88.32,988.03,400.00,0
67.56,82.19,1016.31,399.97,0
46.92,60.70,993.89,399.98,0
24.27,65.79,997.59,400.00,0
73.16,61.91,1005.70,400.08,0
28.50,71.76,989.94,400.05,0
25.78,84.01,1012.89,400.04,0
52.04,77.28,1009.89,399.93,0
66.29,64.33,981.53,399.98,0
37.71,79.46,980.58,399.97,0
77.22,79.86,988.20,400.07,1
61.96,68.81,990.26,399.96,0
33.04,63.88,1005.00,400.03,0
28.74,82.27,1008.79,399.94,0
62.60,89.82,1010.66,399.90,0
49.46,69.20,983.33,400.03,0
54.61,69.98,980.34,400.10,0
64.86,67.72,1001.32,399.91,0
78.34,62.85,1008.84,399.98,0
65.06,80.09,992.36,399.95,0
58.01,64.38,1014.42,400.05,0
61.05,74.57,984.73,399.99,0
47.27,81.53,982.58,400.01,0
35.04,73.23,982.36,399.92,0
56.54,82.10,990.07,400.01,0
39.23,78.49,994.44,400.08,0
74.24,71.61,990.21,399.90,1
40.34,88.79,1017.61,400.03,0
29.30,79.97,1009.05,399.98,0
45.18,66.60,983.14,400.10,0
62.59,70.42,987.66,399.90,0
53.89,85.25,1018.30,400.09,0
60.23,75.00,988.47,399.94,0
51.25,75.01,1010.38,400.00,0
46.73,62.86,1001.08,399.97,0
49.87,75.52,983.25,400.07,0
44.12,84.14,999.05,400.08,0
68.86,84.59,1016.60,399.94,0
60.98,87.35,993.66,400.04,0
64.58,67.06,1015.75,399.92,0
21.82,88.57,1019.42,400.00,0
44.02,77.14,1009.48,399.92,0
24.54,85.01,998.67,400.10,0
58.36,83.32,996.81,400.09,0
42.88,72.81,982.75,399.97,0
56.75,69.41,981.99,400.02,0
67.43,72.65,999.99,400.06,0
47.22,80.21,995.28,400.04,0
23.74,67.46,988.29,399.94,0
70.53,81.28,1008.99,399.97,0
75.04,84.91,987.03,400.06,1
63.79,61.39,1015.57,400.07,0
20.18,72.02,993.45,400.10,0
71.68,85.35,1015.69,400.07,0
71.77,71.41,1003.17,400.05,1
62.47,77.14,1014.43,400.06,0
78.17,73.67,1005.49,399.96,0
26.26,62.39,980.25,399.95,0
78.95,78.31,997.47,400.00,1
27.54,73.40,1014.38,400.02,0
33.64,85.07,994.65,399.97,0
65.71,88.15,1004.76,399.98,0
24.44,85.81,989.12,399.96,0
75.48,61.31,1015.33,399.91,0
66.93,64.93,1005.52,400.01,0
32.20,64.47,985.40,400.02,0
70.18,72.71,1005.82,399.96,0
35.57,73.49,992.47,400.08,0
67.05,76.54,981.68,399.93,0
79.58,64.02,983.31,399.94,0
69.76,79.96,986.38,399.97,0
49.65,88.54,986.25,399.98,0
63.83,72.67,1010.76,400.01,0
70.92,78.14,1005.58,400.09,0
44.61,66.72,1002.31,399.93,0
76.64,80.58,983.90,399.97,1
30.67,60.67,993.96,400.02,0
39.65,82.90,1009.53,400.05,0
26.63,70.47,1010.38,400.03,0
50.83,73.43,981.81,399.98,0
34.96,84.40,1009.94,400.04,0
37.72,72.66,982.32,400.05,0
38.27,65.85,1008.91,399.91,0
42.65,80.24,984.55,400.08,0
59.57,61.74,1018.99,399.99,0
52.51,63.81,988.93,400.05,0
22.64,78.68,1013.79,399.92,0
73.34,78.51,993.95,400.01,1
27.42,88.10,999.72,400.02,0
21.24,60.68,984.38,399.95,0
51.41,78.18,1010.07,400.00,0
20.58,63.63,984.78,400.06,0
64.48,72.77,1003.72,400.03,0
65.26,69.24,1013.43,399.92,0
79.03,75.12,991.71,400.07,1
70.17,84.72,999.28,400.02,1
79.95,82.07,999.26,400.03,1
53.54,83.62,991.03,399.90,0
26.53,88.44,1004.66,399.91,0
44.28,76.87,1018.14,400.03,0
64.54,84.98,989.56,400.05,0
61.64,63.51,995.75,400.06,0
47.74,80.00,1018.84,399.97,0
33.81,75.48,1017.64,400.08,0
29.16,87.33,997.49,400.07,0
69.20,74.04,1016.27,399.98,0
50.64,78.59,987.02,400.03,0
29.23,78.49,1001.62,399.90,0
65.06,79.02,986.62,399.98,0
70.27,69.66,995.65,400.05,0
55.53,85.42,1002.92,399.96,0
23.61,69.74,1017.43,399.97,0
41.80,62.38,1006.10,400.05,0
70.96,74.47,1001.24,400.06,1
75.23,70.29,998.09,400.09,1
35.47,67.58,997.76,400.06,0
41.50,82.54,1001.90,399.92,0
61.68,64.28,994.08,399.94,0
51.99,88.49,1000.35,399.94,0
32.97,82.15,991.97,399.99,0
67.13,81.47,1005.28,399.99,0
30.44,80.63,989.04,399.94,0
28.84,73.67,1016.71,400.03,0
27.75,72.96,1001.54,400.05,0
52.79,72.51,985.56,399.99,0
68.03,75.05,983.53,399.90,0
22.61,74.93,1012.62,399.95,0
54.09,64.20,1005.77,400.03,0
64.72,66.40,1005.20,400.09,0
34.10,89.18,1003.45,399.93,0
39.66,83.84,993.41,400.04,0
55.68,74.74,981.71,399.95,0
62.75,60.62,1005.70,399.92,0
25.93,67.35,1017.24,399.96,0
62.70,75.85,980.53,399.95,0
64.67,72.22,996.75,400.05,0
67.58,74.09,1017.76,400.04,0
41.87,65.68,1004.54,400.09,0
20.32,86.69,1008.22,400.00,0
49.30,86.04,992.47,400.03,0
50.31,64.61,990.85,400.10,0
20.58,74.08,997.89,400.08,0
24.25,76.29,983.89,399.97,0
27.03,69.07,1010.26,400.06,0
55.59,64.38,994.24,399.91,0
62.38,76.22,1005.27,399.97,0
33.47,76.52,998.93,400.06,0
55.72,88.91,996.83,399.97,0
41.38,73.89,989.93,400.06,0
72.68,66.56,1001.61,400.07,0
76.39,82.01,1015.03,399.95,0
52.27,72.27,998.45,400.01,0
38.56,71.65,994.02,400.06,0
26.24,60.34,1000.55,400.00,0
36.80,83.38,1002.94,399.96,0
73.36,76.21,980.27,400.03,1
79.02,84.78,986.12,400.01,1
22.85,62.63,991.71,399.91,0
65.45,79.79,995.51,399.91,0
58.97,75.38,989.55,400.01,0
55.93,70.52,982.55,399.96,0
39.48,60.59,994.81,400.00,0
74.77,63.12,982.64,400.02,0
56.14,60.49,993.02,400.03,0
50.86,60.57,986.25,400.02,0
25.70,61.34,998.63,400.01,0
38.10,61.61,1017.41,400.09,0
46.27,85.32,988.61,400.05,0
42.65,87.55,1016.37,400.08,0
76.02,70.89,1001.78,399.97,1
70.41,84.86,1002.20,399.98,1
62.30,63.72,1013.18,399.93,0
73.86,62.93,1003.38,400.07,0
24.41,61.67,995.78,400.07,0
46.41,74.11,984.82,399.92,0
32.69,61.19,1011.43,399.97,0
56.92,78.48,1004.45,400.07,0
56.50,69.18,1016.53,400.02,0
23.40,85.79,1005.38,400.02,0
28.23,75.78,983.76,400.04,0
51.36,74.28,987.61,400.03,0
78.92,81.66,984.47,400.05,1
44.22,81.55,1005.09,400.03,0
71.09,69.74,985.54,400.10,0
51.84,72.68,1006.50,400.04,0
75.77,63.81,1006.25,399.96,0
28.79,74.07,986.31,399.91,0
49.51,89.03,1016.94,400.02,0
67.57,88.93,1009.23,400.09,0
64.35,62.07,1010.53,400.08,0
67.34,65.24,1002.98,400.02,0
42.51,79.08,990.24,400.03,0
45.32,87.12,1011.83,400.08,0
33.91,82.81,1011.86,399.94,0
72.43,75.07,1000.39,400.07,1
36.60,62.12,990.62,399.92,0
29.61,68.33,995.36,399.96,0
29.67,68.41,1011.28,400.00,0
61.19,69.94,1000.43,400.07,0
67.43,70.51,982.92,400.08,0
34.53,86.37,987.32,399.96,0
75.92,82.61,1015.16,400.05,0
72.59,69.84,1002.09,399.99,0
63.55,68.55,980.15,400.08,0
55.84,87.15,1003.84,399.92,0
49.21,62.42,1002.15,399.91,0
72.98,72.95,980.16,399.94,1
40.01,72.29,1018.29,400.10,0
39.12,71.76,1014.42,399.99,0
56.08,75.20,982.80,399.94,0
45.76,63.17,1005.96,400.03,0
33.71,89.98,987.31,399.93,0
38.68,72.92,1006.34,399.97,0
71.58,82.63,998.18,399.95,1
43.88,88.58,1006.94,400.04,0
43.55,62.51,1009.97,400.00,0
55.38,85.68,992.93,400.02,0
70.46,70.59,996.36,399.99,1
78.37,77.27,992.04,399.96,1
68.70,73.14,1019.99,399.90,0
49.05,80.95,1006.42,400.08,0
62.21,67.74,984.22,400.10,0
70.92,62.80,986.75,399.97,0
20.06,84.65,991.49,399.96,0
72.25,70.46,1017.66,400.02,0
75.78,62.13,983.98,400.01,0
25.56,76.33,1017.91,399.95,0
77.16,85.24,1007.64,399.90,0
62.60,79.93,989.49,399.92,0
31.57,78.89,999.17,399.95,0
23.12,71.91,998.89,399.93,0
77.41,62.18,1001.74,400.03,0
76.50,73.61,996.89,400.09,1
52.34,66.81,997.53,400.08,0
74.55,79.32,999.97,400.07,1
32.41,81.31,1002.38,399.91,0
51.18,69.87,981.07,399.97,0
56.23,70.33,1015.64,400.09,0
49.81,74.86,989.21,399.97,0
26.43,74.81,981.07,399.98,0
77.12,81.39,1014.89,399.91,0
66.95,65.40,1015.12,400.01,0
45.30,75.36,993.15,400.04,0
36.15,74.58,1017.85,400.03,0
68.25,76.11,985.52,399.93,0
63.33,63.14,1011.41,399.92,0
75.53,75.25,1009.79,399.96,0
23.57,85.53,993.34,400.01,0
26.51,76.20,1018.66,400.07,0
40.53,65.97,1019.60,400.00,0
71.84,61.67,989.42,400.03,0
38.67,69.28,991.02,400.03,0
57.83,87.80,988.82,399.94,0
57.69,85.80,988.04,400.03,0
73.47,61.04,984.85,400.06,0
35.83,60.62,984.57,399.91,0
53.24,82.19,1012.43,399.96,0
46.35,66.89,1007.46,400.09,0
70.62,84.73,1017.54,400.09,0
55.82,85.12,981.58,400.03,0
30.17,65.53,986.49,400.02,0
21.53,89.69,986.09,399.97,0
74.40,75.18,988.46,400.07,1
58.70,77.54,988.15,400.01,0
76.45,86.85,997.87,399.98,1
35.30,79.22,1005.50,400.02,0
44.39,70.97,998.34,400.03,0
38.23,78.96,1012.29,399.96,0
30.53,60.98,996.99,399.98,0
56.11,72.60,981.73,400.08,0
26.64,86.71,1002.82,399.98,0
28.26,85.56,1012.10,400.10,0
65.98,60.96,1003.12,400.08,0
34.10,89.38,995.20,400.09,0
44.09,88.93,995.31,400.01,0
62.07,63.08,982.18,399.92,0
52.39,88.45,994.49,400.06,0
74.77,76.83,1007.10,400.07,0
53.49,76.45,1018.99,399.97,0
38.14,66.39,987.72,400.07,0
23.88,65.64,1001.40,399.96,0
54.89,82.17,1013.77,400.05,0
73.94,77.39,999.20,400.01,1
28.61,79.88,994.73,400.08,0
74.39,84.15,986.33,399.96,1
28.09,80.25,1013.02,400.09,0
48.42,71.77,988.41,399.97,0
38.41,70.09,1005.33,399.93,0
47.69,69.31,1015.93,400.03,0
53.37,78.99,1003.77,400.10,0
42.27,84.00,1017.20,400.06,0
63.41,68.61,980.22,399.96,0
78.66,73.37,991.45,400.00,1
47.86,74.10,1001.89,400.01,0
46.26,62.10,982.60,399.96,0
30.55,86.22,1003.18,400.06,0
65.91,73.67,993.52,399.91,0
52.80,72.50,994.29,400.03,0
59.02,64.75,1009.79,400.02,0
28.52,68.94,988.25,400.01,0
22.43,75.85,997.46,400.00,0
59.33,88.88,1011.15,399.96,0
29.25,83.82,989.33,400.09,0
60.92,64.25,994.55,399.92,0
66.25,83.25,1006.18,399.94,0
31.69,83.16,999.27,400.03,0
75.67,87.25,1005.91,399.99,0
57.98,77.63,990.44,399.97,0
61.65,87.29,983.04,400.06,0
27.03,75.58,1017.32,400.09,0
20.34,80.66,996.26,399.92,0
72.88,63.03,1005.40,400.02,0
32.59,79.59,982.51,400.04,0
36.29,88.72,1016.84,399.93,0
79.99,84.60,1012.13,399.92,0
58.70,60.47,1009.88,399.94,0
43.72,82.03,984.93,399.98,0
40.14,62.56,984.68,399.91,0
36.18,76.70,989.03,399.98,0
20.72,61.97,992.39,400.00,0
34.67,88.99,988.60,399.97,0
53.48,70.82,982.27,400.06,0
37.80,87.01,997.28,400.09,0
26.38,81.07,999.09,399.95,0
54.93,75.43,981.28,399.99,0
65.13,71.30,989.70,399.96,0
56.00,60.49,1010.18,399.96,0
67.55,64.54,1012.37,399.91,0
61.20,87.49,996.13,399.95,0
74.62,83.76,987.22,400.07,1
54.41,74.53,1013.67,400.06,0
71.01,88.93,1017.42,400.08,0
78.95,86.60,1015.82,400.09,0
28.64,82.65,1010.91,399.90,0
26.38,79.69,980.77,399.99,0
48.50,66.77,1001.77,400.10,0
20.45,65.19,987.19,400.01,0
67.12,67.75,1011.33,400.07,0
24.52,84.73,981.94,399.96,0
47.57,70.29,985.83,400.09,0
52.25,77.11,988.10,400.09,0
38.34,77.22,1011.04,399.91,0
23.20,63.16,1016.34,399.98,0
21.44,65.63,981.00,400.01,0
55.93,78.01,1019.07,399.96,0
75.57,79.86,992.00,399.91,1
33.85,71.02,982.18,399.94,0
57.99,75.01,990.30,399.96,0
69.94,79.56,1018.09,399.93,0
21.11,73.40,1012.75,399.94,0
73.84,87.62,1015.37,399.94,0
56.50,85.64,1011.25,399.97,0
24.97,69.09,983.14,400.01,0
28.11,61.11,1019.44,400.00,0
58.13,82.47,995.72,399.92,0
33.39,80.07,1016.45,399.96,0
34.89,77.76,1005.07,399.95,0
55.63,67.86,997.85,400.02,0
43.12,76.69,995.33,399.97,0
61.16,60.25,990.55,400.06,0
33.86,83.54,1002.11,400.05,0
39.16,61.83,1003.78,399.95,0
33.45,82.31,1008.89,400.05,0
63.03,73.71,989.09,399.93,0
30.08,89.49,996.54,400.03,0
78.41,69.97,983.99,400.09,0
64.46,87.59,1012.62,400.01,0
69.66,81.28,1005.89,400.00,0
22.37,68.34,1013.99,400.08,0
39.22,72.23,990.68,400.09,0
77.62,63.28,984.85,399.92,0
65.53,60.72,1019.10,400.04,0
32.30,85.28,987.44,400.06,0
79.02,69.13,1013.42,399.94,0
50.35,69.67,983.58,399.96,0
42.38,64.80,1019.06,400.09,0
65.51,74.29,1005.72,400.03,0
27.39,60.55,999.26,399.97,0
25.28,61.11,998.45,400.07,0
71.96,77.59,990.95,399.94,1
31.03,66.73,996.18,399.97,0
79.76,73.75,985.92,400.06,1
31.61,79.47,1016.59,399.94,0
25.81,77.81,995.11,399.92,0
74.61,61.89,1002.58,400.06,0
27.50,79.25,981.69,400.02,0
59.55,68.33,1003.47,399.95,0
50.21,78.13,987.55,400.05,0
39.45,66.67,981.56,399.96,0
49.77,66.65,1018.49,400.05,0
25.15,63.06,989.32,399.98,0
71.08,63.07,998.30,400.08,0
24.12,72.71,995.25,400.06,0
49.60,65.34,1004.70,400.06,0
44.76,87.71,1011.48,400.01,0
47.47,66.57,1012.42,399.99,0
75.40,67.04,998.70,399.99,0
27.00,69.40,997.00,399.94,0
25.85,82.90,986.50,399.97,0
32.24,82.95,1017.56,400.03,0
63.73,61.60,997.69,400.05,0
31.75,82.78,981.66,399.92,0
72.75,85.90,1004.68,399.99,1
25.56,71.86,995.26,399.96,0
59.44,81.97,1000.35,400.07,0
21.66,69.57,1015.63,400.01,0
75.08,78.65,1006.41,400.06,0
56.70,76.09,993.44,399.91,0
69.25,77.63,993.16,399.94,0
70.86,77.29,989.33,400.00,1
67.34,87.44,1007.07,400.04,0
44.63,63.09,988.53,400.05,0
57.47,67.70,1000.86,400.07,0
37.20,65.27,1018.07,399.93,0
57.20,87.60,1003.35,399.90,0
55.37,73.07,999.64,399.92,0
78.99,75.97,1001.71,399.94,1
64.30,85.16,983.92,400.04,0
72.25,62.31,982.76,399.95,0
24.45,72.39,983.61,399.98,0
37.29,89.13,1009.81,400.00,0
62.62,64.90,980.49,399.92,0
42.03,71.40,983.68,400.08,0
58.77,79.78,983.78,399.96,0
34.60,60.33,1010.18,400.03,0
65.01,66.37,1010.22,400.02,0
38.65,79.77,1014.08,400.05,0
47.84,82.63,1005.79,400.09,0
36.54,89.66,980.44,400.01,0
20.95,73.38,982.81,399.91,0
66.75,75.46,986.61,400.00,0
62.48,85.54,980.18,400.02,0
45.73,62.70,999.55,400.00,0
35.76,75.13,1004.51,399.93,0
33.62,75.35,986.59,400.07,0
68.73,87.25,1005.07,399.99,0
43.79,73.46,998.96,400.09,0
69.90,70.88,982.48,400.09,0
41.07,65.72,1017.10,399.99,0
62.63,89.08,988.44,400.00,0
55.39,89.31,1008.37,400.04,0
41.28,60.69,1000.35,400.04,0
41.66,72.68,982.97,400.05,0
30.67,72.44,982.41,400.03,0
57.82,64.31,995.52,400.08,0
69.88,62.83,1002.34,400.06,0
30.60,79.12,1001.36,400.04,0
72.90,75.97,1008.74,400.05,0
69.07,65.81,1006.04,400.05,0
53.67,70.00,1008.01,399.93,0
50.37,66.39,996.40,399.92,0
48.26,66.77,987.50,400.00,0
69.31,81.31,1008.25,400.06,0
65.02,65.06,991.90,399.95,0
21.76,72.48,1013.88,400.04,0
32.69,66.03,1005.70,400.06,0
64.93,86.63,984.89,399.97,0
60.96,69.85,1013.45,400.02,0
75.06,63.91,982.58,400.09,0
28.61,79.12,1012.00,400.06,0
27.10,72.88,982.45,399.97,0
23.92,82.10,1010.09,400.04,0
50.06,82.27,994.84,400.05,0
65.00,88.83,1011.43,400.03,0
73.99,88.90,998.24,400.02,1
29.78,79.44,1014.03,400.08,0
50.32,70.00,992.91,399.98,0
48.97,62.12,1010.03,400.03,0
32.26,83.69,989.84,400.01,0
50.65,72.88,997.75,400.02,0
31.57,74.79,1000.97,399.91,0
27.31,78.85,999.12,399.99,0
68.07,77.09,1013.56,400.09,0
61.36,86.49,980.49,400.08,0
31.73,81.12,996.26,399.93,0
37.41,61.61,1001.05,399.92,0
53.69,86.69,1002.97,400.03,0
25.37,62.37,1017.10,399.90,0
43.71,69.74,987.10,400.07,0
77.61,72.71,1017.30,400.03,0
46.83,70.33,1017.85,400.03,0
68.34,78.08,999.64,400.01,0
61.11,85.95,1001.34,400.09,0
52.94,61.64,984.88,399.95,0
72.89,67.53,1004.09,400.04,0
28.32,79.28,985.26,399.93,0
71.62,60.84,1010.65,400.01,0
29.45,66.44,1007.52,399.92,0
55.43,82.40,990.78,400.00,0
45.07,81.31,993.96,400.05,0
56.36,60.33,989.82,399.94,0
47.46,65.84,1011.93,399.94,0
40.02,62.72,988.86,400.08,0
31.37,70.95,982.15,399.99,0
47.81,63.96,1019.69,400.06,0
26.80,69.28,981.09,399.92,0
65.70,79.11,998.99,399.94,0
49.90,76.90,1003.82,400.01,0
27.39,82.69,994.72,399.99,0
70.42,88.81,980.11,400.06,1
44.55,82.80,1005.68,400.02,0
51.30,60.46,1012.29,400.04,0
56.79,88.98,984.25,400.02,0
49.52,80.16,1001.17,399.93,0
47.72,84.30,1017.12,400.00,0
45.64,68.95,1009.13,400.01,0
76.00,60.43,997.13,400.05,0
76.32,62.21,999.47,399.99,0
50.42,75.49,1010.07,400.00,0
44.77,85.53,1002.83,399.90,0
35.47,74.09,1007.58,399.96,0
46.95,68.33,991.11,399.93,0
22.17,68.03,985.15,400.10,0
59.04,77.36,1011.68,400.05,0
34.74,82.18,1014.42,400.00,0
48.04,73.57,1014.53,400.05,0
28.82,78.09,1010.94,400.07,0
45.17,84.12,1014.85,400.00,0
67.87,68.39,984.76,399.99,0
55.71,79.81,991.45,399.91,0
76.11,80.89,1010.00,400.08,0
56.95,89.52,1008.84,399.92,0
41.25,74.54,1017.07,399.91,0
76.84,69.18,1008.08,400.02,0
67.70,77.33,1007.46,400.02,0
73.03,80.85,1013.81,399.97,0
62.18,65.87,981.85,399.96,0
74.69,67.16,1018.11,400.05,0
62.30,85.15,1007.63,399.93,0
53.29,77.08,981.87,399.91,0
20.33,68.77,1009.91,399.92,0
48.71,83.53,1019.43,400.07,0
31.05,83.94,987.74,400.00,0
35.03,80.04,1018.77,400.10,0
28.13,60.74,999.18,400.00,0
71.08,81.43,1011.32,400.06,0
59.18,74.46,985.94,400.03,0
42.13,76.63,996.57,399.98,0
70.39,89.27,987.60,400.03,1
50.27,75.66,985.52,400.06,0
23.56,83.70,986.15,400.07,0
79.90,83.07,1010.70,400.07,0
68.36,76.33,1017.82,399.91,0
53.27,75.69,1009.69,399.93,0
60.30,80.51,985.36,399.98,0
53.21,62.74,987.98,400.02,0
29.59,78.40,1009.87,400.05,0
48.34,76.71,995.97,399.99,0
29.04,87.46,1012.81,400.08,0
40.05,76.62,984.07,400.01,0
33.13,64.75,988.57,399.93,0
74.07,87.94,995.43,399.94,1
38.48,77.50,1013.75,399.92,0
22.59,89.85,995.69,400.06,0
67.76,65.06,1002.51,399.96,0
77.76,89.89,1003.94,400.00,1
27.01,75.24,1017.03,400.00,0
42.60,73.15,1016.33,400.05,0
30.75,74.27,982.96,400.08,0
25.62,85.07,1018.55,399.90,0
79.00,83.24,1015.07,399.92,0
63.76,60.54,1009.30,400.03,0
69.46,67.27,1004.76,399.99,0
49.28,67.09,1008.29,400.07,0
23.07,81.36,1007.79,399.96,0
64.47,77.93,1019.47,400.04,0
61.48,77.00,981.90,399.91,0
65.59,79.24,1007.50,400.02,0
55.32,70.89,991.96,399.99,0
44.16,82.10,1010.89,400.03,0
21.20,76.11,1012.29,399.91,0
42.75,83.86,1017.68,400.04,0
21.08,79.49,996.29,400.09,0
24.42,88.28,1018.13,399.98,0
71.43,67.14,1015.84,400.01,0
62.49,88.96,989.98,400.00,0
58.83,76.49,993.06,399.93,0
33.98,66.78,1013.27,399.94,0
71.11,75.25,1011.87,400.08,0
22.63,85.69,1002.17,399.94,0
62.59,61.66,1013.33,399.97,0
45.62,68.89,1018.07,399.99,0
68.09,78.61,1010.32,400.01,0
40.69,72.14,985.61,400.04,0
79.84,62.91,1004.55,399.95,0
20.73,74.66,994.83,399.92,0
58.26,69.96,991.14,400.08,0
52.91,87.99,985.90,400.03,0
55.41,68.30,1008.12,399.99,0
39.73,73.81,980.73,399.91,0
65.49,74.69,993.44,400.04,0
58.23,88.41,987.39,399.99,0
27.45,87.09,983.27,400.05,0
51.22,67.04,994.62,399.91,0
35.41,88.12,986.58,399.94,0
65.97,84.15,1005.12,399.91,0
55.52,74.93,1006.81,399.99,0
74.58,62.72,989.64,400.04,0
51.38,76.69,986.89,400.00,0
67.18,87.80,1008.45,399.97,0
27.48,86.57,991.94,400.09,0
25.36,77.37,1002.91,399.96,0
45.15,84.24,994.12,400.09,0
71.83,66.87,1005.68,399.94,0
24.17,78.97,1018.36,399.98,0
71.21,89.94,980.49,400.02,1
68.67,73.91,1007.18,399.97,0
55.91,61.44,997.61,400.08,0
53.66,74.53,982.52,400.08,0
31.52,64.56,1011.68,400.03,0
59.76,89.95,1001.28,399.96,0
25.01,62.10,1016.42,399.95,0
29.27,81.78,986.65,399.96,0
35.12,60.32,1017.11,399.92,0
33.33,72.12,987.44,400.09,0
38.88,68.41,1016.12,399.96,0
35.74,67.24,1006.64,400.06,0
26.69,73.01,1017.31,400.07,0
58.25,89.33,995.16,400.03,0
24.25,79.43,983.16,400.06,0
69.76,81.61,981.01,399.90,0
46.40,75.79,1006.92,399.91,0
23.05,66.30,986.64,400.01,0
64.46,83.42,1017.32,399.95,0
53.83,62.13,1008.06,399.95,0
30.83,66.76,1011.21,399.98,0
77.17,77.27,981.06,399.98,1
38.74,66.49,1003.84,400.05,0
39.90,77.92,1007.65,400.03,0
58.10,63.21,1002.37,400.00,0
42.85,64.26,985.61,399.99,0
31.62,65.61,1016.24,399.92,0
48.84,72.37,985.03,400.01,0
42.19,78.41,987.32,400.06,0
53.84,86.02,993.63,400.08,0
30.72,81.76,1008.99,400.04,0
24.98,74.28,1000.28,399.96,0
79.54,85.03,1012.63,400.08,0
53.25,61.86,993.20,399.93,0
67.06,67.19,1016.86,399.96,0
25.90,71.81,995.76,399.92,0
47.27,76.07,983.83,399.99,0
27.67,86.26,1018.31,400.08,0
27.68,66.89,997.92,399.95,0
41.14,65.03,990.82,400.05,0
64.75,89.49,998.40,399.98,0
60.52,65.30,1009.11,399.98,0
37.21,60.65,993.24,399.91,0
53.24,85.67,996.44,400.08,0
67.58,65.30,983.79,399.91,0
74.44,89.43,992.31,399.93,1
40.91,62.60,1010.60,399.93,0
43.26,89.25,1003.22,400.00,0
39.08,77.86,991.19,400.08,0
59.82,71.10,1016.34,400.03,0
27.15,62.97,999.16,400.09,0
37.60,81.26,985.01,400.05,0
64.08,78.24,1018.87,400.09,0
40.42,62.72,998.31,400.07,0
79.25,86.30,986.98,399.97,1
38.71,67.18,982.00,400.06,0
25.03,82.40,996.62,400.08,0
64.29,79.10,991.80,399.96,0
39.16,83.16,1001.49,400.01,0
51.84,71.06,1015.16,400.04,0
41.70,66.07,983.17,399.99,0
22.60,70.82,1005.48,400.10,0
32.05,72.66,1008.26,399.96,0
50.91,74.93,1002.77,400.10,0
46.55,84.80,1003.42,400.03,0
35.30,73.97,1012.06,399.96,0
57.22,78.77,996.93,399.91,0
49.32,70.09,1009.42,400.02,0
55.59,82.72,989.82,399.91,0
50.02,83.67,1008.26,399.93,0
26.41,73.70,986.24,400.04,0
21.01,77.05,994.68,399.97,0
51.80,77.69,992.15,399.91,0
45.36,62.05,1004.53,400.05,0
64.59,88.53,990.30,400.09,0
25.12,72.09,1010.52,399.93,0
23.22,63.26,1002.19,400.00,0
40.16,62.00,1002.92,399.99,0
20.86,88.56,1006.07,400.03,0
24.08,86.48,995.80,400.07,0
56.03,78.01,1008.06,399.93,0
34.77,74.52,1017.33,400.01,0
79.87,75.31,1003.39,400.05,1
40.73,82.45,986.64,400.03,0
34.10,61.20,1002.73,400.08,0
29.63,61.43,1001.75,400.01,0
42.32,67.01,1016.18,399.91,0
